Product name,String ID,GUID,Service plans included,Service plans included (friendly names)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),SKYPE FOR BUSINESS ONLINE (PLAN 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,MICROSOFTBOOKINGS (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2),MICROSOFTBOOKINGS (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,O365_SB_Relationship_Management (5bfe124c-bbdc-4494-8835-f1297d457d79),OUTLOOK CUSTOMER MANAGER (5bfe124c-bbdc-4494-8835-f1297d457d79)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,OFFICE_BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1),OFFICE 365 BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,POWERAPPS_O365_P1 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c),POWERAPPS FOR OFFICE 365 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),MICROSOFT PLANNER(b737dad2-2f6c-4c65-90e3-ca563267e8b9)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1),SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
OFFICE 365 BUSINESS PREMIUM,O365_BUSINESS_PREMIUM,f245ecc8-75af-4f8e-b61f-27d8114de5f3,YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653),YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c),BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3),MICROSOFT STAFFHUB (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c),EXCHANGE ONLINE (PLAN 1) (9aaf7827-d63c-4b61-89c3-182f06f82e5c)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,FLOW_O365_P1 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4),FLOW FOR OFFICE 365 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),MICROSOFT FORMS (PLAN E1) (159f4cd6-e380-449f-a816-af1a9ef76344)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),SKYPE FOR BUSINESS ONLINE (PLAN 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,MICROSOFTBOOKINGS (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2),MICROSOFTBOOKINGS (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,O365_SB_Relationship_Management (5bfe124c-bbdc-4494-8835-f1297d457d79),OUTLOOK CUSTOMER MANAGER (5bfe124c-bbdc-4494-8835-f1297d457d79)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,OFFICE_BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1),OFFICE 365 BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,POWERAPPS_O365_P1 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c),POWERAPPS FOR OFFICE 365 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),MICROSOFT PLANNER(b737dad2-2f6c-4c65-90e3-ca563267e8b9)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1),SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
OFFICE 365 BUSINESS PREMIUM,SMB_BUSINESS_PREMIUM,ac5cef5d-921b-4f97-9ef3-c99076e5470f,YAMMER_MIDSIZE (41bf139a-4e60-409f-9346-a1361efc6dfb),YAMMER_MIDSIZE (41bf139a-4e60-409f-9346-a1361efc6dfb)
OFFICE 365 ENTERPRISE E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e,BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c),BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c)
OFFICE 365 ENTERPRISE E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e,Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3),MICROSOFT STAFFHUB (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
OFFICE 365 ENTERPRISE E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e,EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c),EXCHANGE ONLINE (PLAN 1) (9aaf7827-d63c-4b61-89c3-182f06f82e5c)
OFFICE 365 ENTERPRISE E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e,FLOW_O365_P1 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4),FLOW FOR OFFICE 365 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4)
OFFICE 365 ENTERPRISE E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e,FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),MICROSOFT FORMS (PLAN E1) (159f4cd6-e380-449f-a816-af1a9ef76344)
OFFICE 365 ENTERPRISE E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),SKYPE FOR BUSINESS ONLINE (PLAN 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
OFFICE 365 ENTERPRISE E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e,OFFICEMOBILE_SUBSCRIPTION (c63d4d19-e8cb-460e-b37c-4d6c34603745),OFFICEMOBILE_SUBSCRIPTION (c63d4d19-e8cb-460e-b37c-4d6c34603745)
OFFICE 365 ENTERPRISE E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e,POWERAPPS_O365_P1 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c),POWERAPPS FOR OFFICE 365 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c)
OFFICE 365 ENTERPRISE E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),MICROSOFT PLANNER(b737dad2-2f6c-4c65-90e3-ca563267e8b9)
OFFICE 365 ENTERPRISE E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e,SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1),SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1)
OFFICE 365 ENTERPRISE E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
OFFICE 365 ENTERPRISE E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e,STREAM_O365_E1 (743dd19e-1ce3-4c62-a3ad-49ba8f63a2f6),MICROSOFT STREAM FOR O365 E1 SKU (743dd19e-1ce3-4c62-a3ad-49ba8f63a2f6)
OFFICE 365 ENTERPRISE E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
OFFICE 365 ENTERPRISE E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
OFFICE 365 ENTERPRISE E1,STANDARDPACK,18181a46-0d4e-45cd-891e-60aabd171b4e,YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653)),YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653))
OFFICE 365 ENTERPRISE E2,STANDARDWOFFPACK,6634e0ce-1a9f-428c-a498-f84ec7b8aa2e,BPOS_S_TODO_1(5e62787c-c316-451f-b873-1d05acd4d12c),BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c)
OFFICE 365 ENTERPRISE E2,STANDARDWOFFPACK,6634e0ce-1a9f-428c-a498-f84ec7b8aa2e,Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3),MICROSOFT STAFFHUB (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
OFFICE 365 ENTERPRISE E2,STANDARDWOFFPACK,6634e0ce-1a9f-428c-a498-f84ec7b8aa2e,EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c),EXCHANGE ONLINE (PLAN 1) (9aaf7827-d63c-4b61-89c3-182f06f82e5c)
OFFICE 365 ENTERPRISE E2,STANDARDWOFFPACK,6634e0ce-1a9f-428c-a498-f84ec7b8aa2e,FLOW_O365_P1 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4),FLOW FOR OFFICE 365 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4)
OFFICE 365 ENTERPRISE E2,STANDARDWOFFPACK,6634e0ce-1a9f-428c-a498-f84ec7b8aa2e,FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),MICROSOFT FORMS (PLAN E1) (159f4cd6-e380-449f-a816-af1a9ef76344)
OFFICE 365 ENTERPRISE E2,STANDARDWOFFPACK,6634e0ce-1a9f-428c-a498-f84ec7b8aa2e,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),SKYPE FOR BUSINESS ONLINE (PLAN 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
OFFICE 365 ENTERPRISE E2,STANDARDWOFFPACK,6634e0ce-1a9f-428c-a498-f84ec7b8aa2e,POWERAPPS_O365_P1 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c),POWERAPPS FOR OFFICE 365 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c)
OFFICE 365 ENTERPRISE E2,STANDARDWOFFPACK,6634e0ce-1a9f-428c-a498-f84ec7b8aa2e,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),MICROSOFT PLANNER(b737dad2-2f6c-4c65-90e3-ca563267e8b9)
OFFICE 365 ENTERPRISE E2,STANDARDWOFFPACK,6634e0ce-1a9f-428c-a498-f84ec7b8aa2e,SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1),SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1)
OFFICE 365 ENTERPRISE E2,STANDARDWOFFPACK,6634e0ce-1a9f-428c-a498-f84ec7b8aa2e,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
OFFICE 365 ENTERPRISE E2,STANDARDWOFFPACK,6634e0ce-1a9f-428c-a498-f84ec7b8aa2e,STREAM_O365_E1 (743dd19e-1ce3-4c62-a3ad-49ba8f63a2f6),MICROSOFT STREAM FOR O365 E1 SKU (743dd19e-1ce3-4c62-a3ad-49ba8f63a2f6)
OFFICE 365 ENTERPRISE E2,STANDARDWOFFPACK,6634e0ce-1a9f-428c-a498-f84ec7b8aa2e,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
OFFICE 365 ENTERPRISE E2,STANDARDWOFFPACK,6634e0ce-1a9f-428c-a498-f84ec7b8aa2e,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
OFFICE 365 ENTERPRISE E2,STANDARDWOFFPACK,6634e0ce-1a9f-428c-a498-f84ec7b8aa2e,YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653),YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,BPOS_S_TODO_2 (c87f142c-d1e9-4363-8630-aaea9c4d9ae5),BPOS_S_TODO_2 (c87f142c-d1e9-4363-8630-aaea9c4d9ae5)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3),MICROSOFT STAFFHUB (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,EXCHANGE_S_ENTERPRISE (efb87545-963c-4e0d-99df-69c6916d9eb0),EXCHANGE ONLINE (PLAN 2)(efb87545-963c-4e0d-99df-69c6916d9eb0)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,FLOW_O365_P2 (76846ad7-7776-4c40-a281-a386362dd1b9),FLOW FOR OFFICE 365 (76846ad7-7776-4c40-a281-a386362dd1b9)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,FORMS_PLAN_E3 (2789c901-c14e-48ab-a76a-be334d9d793a),MICROSOFT FORMS (PLAN E3) (2789c901-c14e-48ab-a76a-be334d9d793a)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),SKYPE FOR BUSINESS ONLINE (PLAN 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38),OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,POWERAPPS_O365_P2 (c68f8d98-5534-41c8-bf36-22fa496fa792),POWERAPPS FOR OFFICE 365(c68f8d98-5534-41c8-bf36-22fa496fa792)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),MICROSOFT PLANNER(b737dad2-2f6c-4c65-90e3-ca563267e8b9)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90),MICROSOFT AZURE ACTIVE DIRECTORY RIGHTS (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),SHAREPOINT ONLINE (PLAN 2) (5dbe027f-2339-4123-9542-606e4d348a72)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,STREAM_O365_E3 (9e700747-8b1d-45e5-ab8d-ef187ceec156),MICROSOFT STREAM FOR O365 E3 SKU (9e700747-8b1d-45e5-ab8d-ef187ceec156)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
OFFICE 365 ENTERPRISE E3,ENTERPRISEPACK,6fd2c87f-b296-42f0-b197-1e91e994b900,YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653),YAMMER_ENTERPRISE (7547a3fe-08ee-4ccb-b430-5077c5041653)
OFFICE 365 ENTERPRISE E3 DEVELOPER,DEVELOPERPACK,189a915c-fe4f-4ffa-bde4-85b9628d07a0,BPOS_S_TODO_3 (3fb82609-8c27-4f7b-bd51-30634711ee67),BPOS_S_TODO_3 (3fb82609-8c27-4f7b-bd51-30634711ee67)
OFFICE 365 ENTERPRISE E3 DEVELOPER,DEVELOPERPACK,189a915c-fe4f-4ffa-bde4-85b9628d07a0,EXCHANGE_S_ENTERPRISE (efb87545-963c-4e0d-99df-69c6916d9eb0),EXCHANGE ONLINE (PLAN 2)(efb87545-963c-4e0d-99df-69c6916d9eb0)
OFFICE 365 ENTERPRISE E3 DEVELOPER,DEVELOPERPACK,189a915c-fe4f-4ffa-bde4-85b9628d07a0,FLOW_O365_P2 (76846ad7-7776-4c40-a281-a386362dd1b9),FLOW FOR OFFICE 365 (76846ad7-7776-4c40-a281-a386362dd1b9)
OFFICE 365 ENTERPRISE E3 DEVELOPER,DEVELOPERPACK,189a915c-fe4f-4ffa-bde4-85b9628d07a0,FORMS_PLAN_E5 (e212cbc7-0961-4c40-9825-01117710dcb1),MICROSOFT FORMS (PLAN E5)(e212cbc7-0961-4c40-9825-01117710dcb1)
OFFICE 365 ENTERPRISE E3 DEVELOPER,DEVELOPERPACK,189a915c-fe4f-4ffa-bde4-85b9628d07a0,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),SKYPE FOR BUSINESS ONLINE (PLAN 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
OFFICE 365 ENTERPRISE E3 DEVELOPER,DEVELOPERPACK,189a915c-fe4f-4ffa-bde4-85b9628d07a0,OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38),OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38)
OFFICE 365 ENTERPRISE E3 DEVELOPER,DEVELOPERPACK,189a915c-fe4f-4ffa-bde4-85b9628d07a0,POWERAPPS_O365_P2 (c68f8d98-5534-41c8-bf36-22fa496fa792),POWERAPPS FOR OFFICE 365(c68f8d98-5534-41c8-bf36-22fa496fa792)
OFFICE 365 ENTERPRISE E3 DEVELOPER,DEVELOPERPACK,189a915c-fe4f-4ffa-bde4-85b9628d07a0,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),MICROSOFT PLANNER(b737dad2-2f6c-4c65-90e3-ca563267e8b9)
OFFICE 365 ENTERPRISE E3 DEVELOPER,DEVELOPERPACK,189a915c-fe4f-4ffa-bde4-85b9628d07a0,SHAREPOINT_S_DEVELOPER (a361d6e2-509e-4e25-a8ad-950060064ef4),SHAREPOINT_S_DEVELOPER (a361d6e2-509e-4e25-a8ad-950060064ef4)
OFFICE 365 ENTERPRISE E3 DEVELOPER,DEVELOPERPACK,189a915c-fe4f-4ffa-bde4-85b9628d07a0,SHAREPOINTWAC_DEVELOPER (527f7cdd-0e86-4c47-b879-f5fd357a3ac6),OFFICE ONLINE FOR DEVELOPER (527f7cdd-0e86-4c47-b879-f5fd357a3ac6)
OFFICE 365 ENTERPRISE E3 DEVELOPER,DEVELOPERPACK,189a915c-fe4f-4ffa-bde4-85b9628d07a0,STREAM_O365_E5 (6c6042f5-6f01-4d67-b8c1-eb99d36eed3e),MICROSOFT STREAM FOR O365 E5 SKU (6c6042f5-6f01-4d67-b8c1-eb99d36eed3e)
OFFICE 365 ENTERPRISE E3 DEVELOPER,DEVELOPERPACK,189a915c-fe4f-4ffa-bde4-85b9628d07a0,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
OFFICE 365 ENTERPRISE E3 DEVELOPER,DEVELOPERPACK,189a915c-fe4f-4ffa-bde4-85b9628d07a0,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929)
Office 365 E3_USGOV_DOD,ENTERPRISEPACK_USGOV_DOD,b107e5a3-3e60-4c0d-a184-a7e4395eb44c,EXCHANGE_S_ENTERPRISE (efb87545-963c-4e0d-99df-69c6916d9eb0),Exchange Online (Plan 2) (efb87545-963c-4e0d-99df-69c6916d9eb0)
Office 365 E3_USGOV_DOD,ENTERPRISEPACK_USGOV_DOD,b107e5a3-3e60-4c0d-a184-a7e4395eb44c,RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90),Microsoft Azure Active Directory Rights (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
Office 365 E3_USGOV_DOD,ENTERPRISEPACK_USGOV_DOD,b107e5a3-3e60-4c0d-a184-a7e4395eb44c,STREAM_O365_E3 (9e700747-8b1d-45e5-ab8d-ef187ceec156),Microsoft Stream for O365 E3 SKU (9e700747-8b1d-45e5-ab8d-ef187ceec156)
Office 365 E3_USGOV_DOD,ENTERPRISEPACK_USGOV_DOD,b107e5a3-3e60-4c0d-a184-a7e4395eb44c,TEAMS_AR_DOD (fd500458-c24c-478e-856c-a6067a8376cd),Microsoft Teams for DOD (AR) (fd500458-c24c-478e-856c-a6067a8376cd)
Office 365 E3_USGOV_DOD,ENTERPRISEPACK_USGOV_DOD,b107e5a3-3e60-4c0d-a184-a7e4395eb44c,OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38),Office 365 ProPlus (43de0ff5-c92c-492b-9116-175376d08c38)
Office 365 E3_USGOV_DOD,ENTERPRISEPACK_USGOV_DOD,b107e5a3-3e60-4c0d-a184-a7e4395eb44c,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),Office Online (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
Office 365 E3_USGOV_DOD,ENTERPRISEPACK_USGOV_DOD,b107e5a3-3e60-4c0d-a184-a7e4395eb44c,SHAREPOINTENTERPRISE (5dbe027f-2339-4123-9542-606e4d348a72),SharePoint Online (Plan 2) (5dbe027f-2339-4123-9542-606e4d348a72)
Office 365 E3_USGOV_DOD,ENTERPRISEPACK_USGOV_DOD,b107e5a3-3e60-4c0d-a184-a7e4395eb44c,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),Skype for Business Online (Plan 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
Office 365 E3_USGOV_GCCHIGH,ENTERPRISEPACK_USGOV_GCCHIGH,aea38a85-9bd5-4981-aa00-616b411205bf,EXCHANGE_S_ENTERPRISE (efb87545-963c-4e0d-99df-69c6916d9eb0),Exchange Online (Plan 2) (efb87545-963c-4e0d-99df-69c6916d9eb0)
