Product name,String ID,GUID,Service plans included,Service plans included (friendly names)
EXCHANGE ONLINE ESSENTIALS,EXCHANGE_S_ESSENTIALS,e8f81a67-bd96-4074-b108-cf193eb9433b,EXCHANGE_S_ESSENTIALS (1126bef5-da20-4f07-b45e-ad25d2581aa8),EXCHANGE_S_ESSENTIALS (1126bef5-da20-4f07-b45e-ad25d2581aa8)
EXCHANGE ONLINE KIOSK,EXCHANGEDESKLESS,80b2d799-d2ba-4d2a-8842-fb0d0f3a4b82,EXCHANGE_S_DESKLESS (4a82b400-a79f-41a4-b4e2-e94f5787b113),EXCHANGE ONLINE KIOSK (4a82b400-a79f-41a4-b4e2-e94f5787b113)
EXCHANGE ONLINE POP,EXCHANGETELCO,cb0a98a8-11bc-494c-83d9-c1b1ac65327e,EXCHANGE_B_STANDARD (90927877-dcff-4af6-b346-2332c0b15bb7),EXCHANGE ONLINE POP (90927877-dcff-4af6-b346-2332c0b15bb7)
INTUNE,INTUNE_A,061f9ace-7d42-4136-88ac-31dc755f143f,INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5),MICROSOFT INTUNE (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
Microsoft 365 A1,M365EDU_A1,b17653a4-2443-4e8c-a550-18249dda78bb,AAD_EDU (3a3976ce-de18-4a87-a78e-5e9245e252df),Azure Active Directory for Education (3a3976ce-de18-4a87-a78e-5e9245e252df)
Microsoft 365 A2,M365EDU_A2,b17653a4-2443-4e8c-a550-18249dda78bb,INTUNE_EDU (da24caf9-af8e-485c-b7c8-e73336da2693),Intune for Education (da24caf9-af8e-485c-b7c8-e73336da2693)
Microsoft 365 A3,M365EDU_A3,b17653a4-2443-4e8c-a550-18249dda78bb,INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5),Microsoft Intune (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
Microsoft 365 A4,M365EDU_A4,b17653a4-2443-4e8c-a550-18249dda78bb,WINDOWS_STORE (a420f25f-a7b3-4ff5-a9d0-5d58f73b537d),Windows Store Service (a420f25f-a7b3-4ff5-a9d0-5d58f73b537d)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,AAD_BASIC_EDU (1d0f309f-fdf9-4b2a-9ae7-9c48b91f1426),Azure Active Directory Basic for EDU (1d0f309f-fdf9-4b2a-9ae7-9c48b91f1426)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,AAD_PREMIUM (41781fb2-bc02-4b7c-bd55-b576c07bb09d),Azure Active Directory Premium P1 (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,RMS_S_PREMIUM (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3),Azure Information Protection Premium P1 (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90),Azure Rights Management (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,ADALLOM_S_DISCOVERY (932ad362-64a8-4783-9106-97849a1a30b9),Cloud App Security Discovery (932ad362-64a8-4783-9106-97849a1a30b9)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,EducationAnalyticsP1 (a9b86446-fa4e-498f-a92a-41b447e03337),Education Analytics (a9b86446-fa4e-498f-a92a-41b447e03337)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,EXCHANGE_S_ENTERPRISE (efb87545-963c-4e0d-99df-69c6916d9eb0),Exchange Online (Plan 2) (efb87545-963c-4e0d-99df-69c6916d9eb0)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,FLOW_O365_P2 (76846ad7-7776-4c40-a281-a386362dd1b9),Flow for Office 365 (76846ad7-7776-4c40-a281-a386362dd1b9)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,MIP_S_CLP1 (5136a095-5cf0-4aff-bec3-e84448b38ea5),Information Protection for Office 365 - Standard (5136a095-5cf0-4aff-bec3-e84448b38ea5)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,MYANALYTICS_P2 (33c4f319-9bdd-48d6-9c4d-410b750a4a5a),Insights by MyAnalytics (33c4f319-9bdd-48d6-9c4d-410b750a4a5a)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,INTUNE_EDU (da24caf9-af8e-485c-b7c8-e73336da2693),Intune for Education (da24caf9-af8e-485c-b7c8-e73336da2693)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,MFA_PREMIUM (8a256a2b-b617-496d-b51b-e76466e88db0),Microsoft Azure Multi-Factor Authentication (8a256a2b-b617-496d-b51b-e76466e88db0)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,MICROSOFTBOOKINGS (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2),Microsoft Bookings (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,OFFICE_FORMS_PLAN_2 (9b5de886-f035-4ff2-b3d8-c9127bea3620),Microsoft Forms (Plan 2) (9b5de886-f035-4ff2-b3d8-c9127bea3620)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5),Microsoft Intune (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,KAIZALA_O365_P3 (aebd3021-9f8f-4bf8-bbe3-0ed2f4f047a1),Microsoft Kaizala Pro Plan 3 (aebd3021-9f8f-4bf8-bbe3-0ed2f4f047a1)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),Microsoft Planner (b737dad2-2f6c-4c65-90e3-ca563267e8b9)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff),Microsoft Search (94065c59-bc8e-4e8b-89e5-5138d471eaff)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3),Microsoft StaffHub (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,STREAM_O365_E3 (9e700747-8b1d-45e5-ab8d-ef187ceec156),Microsoft Stream for O365 E3 SKU (9e700747-8b1d-45e5-ab8d-ef187ceec156)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),Microsoft Teams (57ff2da0-773e-42df-b2af-ffb7a2317929)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,MINECRAFT_EDUCATION_EDITION (4c246bbc-f513-4311-beff-eba54c353256),Minecraft Education Edition (4c246bbc-f513-4311-beff-eba54c353256)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117),Mobile Device Management for Office 365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,ADALLOM_S_O365 (8c098270-9dd4-4350-9b30-ba4703f3b36b),Office 365 Advanced Security Management (8c098270-9dd4-4350-9b30-ba4703f3b36b)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38),Office 365 ProPlus (43de0ff5-c92c-492b-9116-175376d08c38)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,SHAREPOINTWAC_EDU (e03c7e47-402c-463c-ab25-949079bedb21),Office for the web (Education) (e03c7e47-402c-463c-ab25-949079bedb21)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,POWERAPPS_O365_P2 (c68f8d98-5534-41c8-bf36-22fa496fa792),PowerApps for Office 365 (c68f8d98-5534-41c8-bf36-22fa496fa792)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,SCHOOL_DATA_SYNC_P2 (500b6a2a-7a50-4f40-b5f9-160e5b8c2f48),School Data Sync (Plan 2) (500b6a2a-7a50-4f40-b5f9-160e5b8c2f48)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,SHAREPOINTENTERPRISE_EDU (63038b2c-28d0-45f6-bc36-33062963b498),SharePoint Plan 2 for EDU (63038b2c-28d0-45f6-bc36-33062963b498)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),Skype for Business Online (Plan 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),Sway (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,BPOS_S_TODO_2 (c87f142c-d1e9-4363-8630-aaea9c4d9ae5),To-Do (Plan 2) (c87f142c-d1e9-4363-8630-aaea9c4d9ae5)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,WHITEBOARD_PLAN2 (94a54592-cd8b-425e-87c6-97868b000b91),Whiteboard (Plan 2) (94a54592-cd8b-425e-87c6-97868b000b91)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,Virtualization Rights for Windows 10 (E3/E5+VDA) (e7c91390-7625-45be-94e0-e16907e03118),Windows 10 Enterprise (New) (e7c91390-7625-45be-94e0-e16907e03118)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,YAMMER_EDU (2078e8df-cff6-4290-98cb-5408261a760a),Yammer for Academic (2078e8df-cff6-4290-98cb-5408261a760a)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,AAD_BASIC_EDU (1d0f309f-fdf9-4b2a-9ae7-9c48b91f1426),Azure Active Directory Basic for EDU (1d0f309f-fdf9-4b2a-9ae7-9c48b91f1426)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,AAD_PREMIUM (41781fb2-bc02-4b7c-bd55-b576c07bb09d),Azure Active Directory Premium P1 (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,RMS_S_PREMIUM (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3),Azure Information Protection Premium P1 (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90),Azure Rights Management (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,ADALLOM_S_DISCOVERY (932ad362-64a8-4783-9106-97849a1a30b9),Cloud App Security Discovery (932ad362-64a8-4783-9106-97849a1a30b9)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,EducationAnalyticsP1 (a9b86446-fa4e-498f-a92a-41b447e03337),Education Analytics (a9b86446-fa4e-498f-a92a-41b447e03337)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,EXCHANGE_S_ENTERPRISE (efb87545-963c-4e0d-99df-69c6916d9eb0),Exchange Online (Plan 2) (efb87545-963c-4e0d-99df-69c6916d9eb0)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,FLOW_O365_P2 (76846ad7-7776-4c40-a281-a386362dd1b9),Flow for Office 365 (76846ad7-7776-4c40-a281-a386362dd1b9)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,MIP_S_CLP1 (5136a095-5cf0-4aff-bec3-e84448b38ea5),Information Protection for Office 365 - Standard (5136a095-5cf0-4aff-bec3-e84448b38ea5)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,MYANALYTICS_P2 (33c4f319-9bdd-48d6-9c4d-410b750a4a5a),Insights by MyAnalytics (33c4f319-9bdd-48d6-9c4d-410b750a4a5a)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,INTUNE_EDU (da24caf9-af8e-485c-b7c8-e73336da2693),Intune for Education (da24caf9-af8e-485c-b7c8-e73336da2693)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,MFA_PREMIUM (8a256a2b-b617-496d-b51b-e76466e88db0),Microsoft Azure Multi-Factor Authentication (8a256a2b-b617-496d-b51b-e76466e88db0)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,MICROSOFTBOOKINGS (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2),Microsoft Bookings (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,OFFICE_FORMS_PLAN_2 (9b5de886-f035-4ff2-b3d8-c9127bea3620),Microsoft Forms (Plan 2) (9b5de886-f035-4ff2-b3d8-c9127bea3620)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5),Microsoft Intune (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,KAIZALA_O365_P3 (aebd3021-9f8f-4bf8-bbe3-0ed2f4f047a1),Microsoft Kaizala Pro Plan 3 (aebd3021-9f8f-4bf8-bbe3-0ed2f4f047a1)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),Microsoft Planner (b737dad2-2f6c-4c65-90e3-ca563267e8b9)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff),Microsoft Search (94065c59-bc8e-4e8b-89e5-5138d471eaff)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3),Microsoft StaffHub (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,STREAM_O365_E3 (9e700747-8b1d-45e5-ab8d-ef187ceec156),Microsoft Stream for O365 E3 SKU (9e700747-8b1d-45e5-ab8d-ef187ceec156)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),Microsoft Teams (57ff2da0-773e-42df-b2af-ffb7a2317929)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,MINECRAFT_EDUCATION_EDITION (4c246bbc-f513-4311-beff-eba54c353256),Minecraft Education Edition (4c246bbc-f513-4311-beff-eba54c353256)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117),Mobile Device Management for Office 365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,ADALLOM_S_O365 (8c098270-9dd4-4350-9b30-ba4703f3b36b),Office 365 Advanced Security Management (8c098270-9dd4-4350-9b30-ba4703f3b36b)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38),Office 365 ProPlus (43de0ff5-c92c-492b-9116-175376d08c38)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,SHAREPOINTWAC_EDU (e03c7e47-402c-463c-ab25-949079bedb21),Office for the web (Education) (e03c7e47-402c-463c-ab25-949079bedb21)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,POWERAPPS_O365_P2 (c68f8d98-5534-41c8-bf36-22fa496fa792),PowerApps for Office 365 (c68f8d98-5534-41c8-bf36-22fa496fa792)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,SCHOOL_DATA_SYNC_P2 (500b6a2a-7a50-4f40-b5f9-160e5b8c2f48),School Data Sync (Plan 2) (500b6a2a-7a50-4f40-b5f9-160e5b8c2f48)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,SHAREPOINTENTERPRISE_EDU (63038b2c-28d0-45f6-bc36-33062963b498),SharePoint Plan 2 for EDU (63038b2c-28d0-45f6-bc36-33062963b498)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),Skype for Business Online (Plan 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),Sway (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,BPOS_S_TODO_2 (c87f142c-d1e9-4363-8630-aaea9c4d9ae5),To-Do (Plan 2) (c87f142c-d1e9-4363-8630-aaea9c4d9ae5)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,WHITEBOARD_PLAN2 (94a54592-cd8b-425e-87c6-97868b000b91),Whiteboard (Plan 2) (94a54592-cd8b-425e-87c6-97868b000b91)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,Virtualization Rights for Windows 10 (E3/E5+VDA) (e7c91390-7625-45be-94e0-e16907e03118),Windows 10 Enterprise (New) (e7c91390-7625-45be-94e0-e16907e03118)
Microsoft 365 A3 for faculty,M365EDU_A3_FACULTY,4b590615-0888-425a-a965-b3bf7789848d,YAMMER_EDU (2078e8df-cff6-4290-98cb-5408261a760a),Yammer for Academic (2078e8df-cff6-4290-98cb-5408261a760a)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a370,AAD_BASIC_EDU (1d0f309f-fdf9-4b2a-9ae7-9c48b91f1426),Azure Active Directory Basic for EDU (1d0f309f-fdf9-4b2a-9ae7-9c48b91f1426)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a371,AAD_PREMIUM (41781fb2-bc02-4b7c-bd55-b576c07bb09d),Azure Active Directory Premium P1 (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a372,AAD_PREMIUM_P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998),Azure Active Directory Premium P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a373,ATA (14ab5db5-e6c4-4b20-b4bc-13e36fd2227f),Azure Advanced Threat Protection (14ab5db5-e6c4-4b20-b4bc-13e36fd2227f)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a374,RMS_S_PREMIUM (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3),Azure Information Protection Premium P1 (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a375,RMS_S_PREMIUM2 (5689bec4-755d-4753-8b61-40975025187c),Azure Information Protection Premium P2 (5689bec4-755d-4753-8b61-40975025187c)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a376,RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90),Azure Rights Management (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a377,LOCKBOX_ENTERPRISE (9f431833-0334-42de-a7dc-70aa40db46db),Customer Lockbox (9f431833-0334-42de-a7dc-70aa40db46db)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a378,EducationAnalyticsP1 (a9b86446-fa4e-498f-a92a-41b447e03337),Education Analytics (a9b86446-fa4e-498f-a92a-41b447e03337)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a379,EXCHANGE_S_ENTERPRISE (efb87545-963c-4e0d-99df-69c6916d9eb0),Exchange Online (Plan 2) (efb87545-963c-4e0d-99df-69c6916d9eb0)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a380,FLOW_O365_P3 (07699545-9485-468e-95b6-2fca3738be01),Flow for Office 365 (07699545-9485-468e-95b6-2fca3738be01)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a381,INFORMATION_BARRIERS (c4801e8a-cb58-4c35-aca6-f2dcc106f287),Information Barriers (c4801e8a-cb58-4c35-aca6-f2dcc106f287)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a382,MIP_S_CLP2 (efb0351d-3b08-4503-993d-383af8de41e3),Information Protection for Office 365 - Premium (efb0351d-3b08-4503-993d-383af8de41e3)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a383,MIP_S_CLP1 (5136a095-5cf0-4aff-bec3-e84448b38ea5),Information Protection for Office 365 - Standard (5136a095-5cf0-4aff-bec3-e84448b38ea5)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a384,INTUNE_EDU (da24caf9-af8e-485c-b7c8-e73336da2693),Intune for Education (da24caf9-af8e-485c-b7c8-e73336da2693)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a385,M365_ADVANCED_AUDITING (2f442157-a11c-46b9-ae5b-6e39ff4e5849),Microsoft 365 Advanced Auditing (2f442157-a11c-46b9-ae5b-6e39ff4e5849)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a386,MCOMEETADV (3e26ee1f-8a5f-4d52-aee2-b81ce45c8f40),Microsoft 365 Audio Conferencing (3e26ee1f-8a5f-4d52-aee2-b81ce45c8f40)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a387,MCOEV (4828c8ec-dc2e-4779-b502-87ac9ce28ab7),Microsoft 365 Phone System (4828c8ec-dc2e-4779-b502-87ac9ce28ab7)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a388,MFA_PREMIUM (8a256a2b-b617-496d-b51b-e76466e88db0),Microsoft Azure Multi-Factor Authentication (8a256a2b-b617-496d-b51b-e76466e88db0)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a389,MICROSOFTBOOKINGS (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2),Microsoft Bookings (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a390,ADALLOM_S_STANDALONE (2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2),Microsoft Cloud App Security (2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a391,WINDEFATP (871d91ec-ec1a-452b-a83f-bd76c7d770ef),Microsoft Defender Advanced Threat Protection (871d91ec-ec1a-452b-a83f-bd76c7d770ef)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a392,OFFICE_FORMS_PLAN_3 (96c1e14a-ef43-418d-b115-9636cdaa8eed),Microsoft Forms (Plan 3) (96c1e14a-ef43-418d-b115-9636cdaa8eed)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a393,INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5),Microsoft Intune (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a394,KAIZALA_STANDALONE (0898bdbb-73b0-471a-81e5-20f1fe4dd66e),Microsoft Kaizala (0898bdbb-73b0-471a-81e5-20f1fe4dd66e)
